TreeRepresentative	ClusterID	GenomeID	Contig	ID	strand	start	end	DefenseSystem	Feature_type	gene	genomad_specificity_class	HMM_Annot_IDs	product_description	PlotLabel	fill
WP_012857188.1	III	GCF_000024885.1	NC_013512.1	WP_012857187.1	-	1432820	1433008	NA	CDS	NA	NA	PF08410	DUF1737 domain-containing protein	PF08410	else
WP_012857188.1	III	GCF_000024885.1	NC_013512.1	WP_012857188.1	-	1433044	1436691	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_012857188.1	III	GCF_000024885.1	NC_013512.1	WP_012857189.1	-	1436876	1437454	PDC-S05	CDS	NA	NA	PF13310	PDC-S05	PDC-S05	else
WP_012857188.1	III	GCF_000024885.1	NC_013512.1	WP_012857190.1	+	1437618	1438802	NA	CDS	NA	CP	PF05940;K07234;COG3213;TIGR02891	NnrS protein	PF05940	else
WP_012857188.1	III	GCF_000024885.1	NC_013512.1	WP_012857191.1	-	1438819	1440105	NA	CDS	NA	CP	PF02646;COG1322	DNA anti-recombination protein (rearrangement mutator) RmuC	PF02646	else
WP_012857188.1	III	GCF_000024885.1	NC_013512.1	WP_012857192.1	-	1440141	1440425	NA	CDS	NA	CC	PF19579;COG4839;TIGR02209	Cell division protein FtsL	PF19579;COG4839;TIGR02209	else
WP_012857188.1	III	GCF_000024885.1	NC_013512.1	WP_012857193.1	-	1440428	1441342	NA	CDS	rsmH	NA	PF01795	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	rsmH	else
WP_012857188.1	III	GCF_000024885.1	NC_013512.1	WP_012857194.1	-	1441512	1442816	NA	CDS	NA	NA	PF00202	adenosylmethionine--8-amino-7-oxononanoate transaminase	PF00202	else
WP_012857188.1	III	GCF_000024885.1	NC_013512.1	WP_012857195.1	+	1442921	1444381	NA	CDS	NA	CC	PF13623;K03770;TIGR04142;COG0760;PF13623;PF13145;PF13616;K03770;TIGR04142;COG0760;PF13624;PF13145;K03770;TIGR04500;COG0760	putative peptide maturation system protein;putative peptidyl-prolyl cis-trans isomerase, LIC12922 family;SurA N-terminal domain	PF13145;PF13624	else
WP_012857188.1	III	GCF_000024885.1	NC_013512.1	WP_012857196.1	+	1444382	1445755	NA	CDS	ftsA	CC;CV	PF08841;TIGR01174;COG0849;K02662;PF11104;TIGR01174;COG0849;K02662;PF11104;TIGR01174;COG0849;K04024	cell division protein FtsA	ftsA	else
WP_012857188.1	III	GCF_000024885.1	NC_013512.1	WP_012857197.1	+	1445770	1446885	NA	CDS	ftsZ	NA	PF00091;PF12327	cell division protein FtsZ	ftsZ	else
WP_012857188.1	III	GCF_000024885.1	NC_013512.1	WP_012857198.1	-	1446945	1447418	NA	CDS	NA	CC	PF13664	DUF4149 domain-containing protein	PF13664	else
WP_012857188.1	III	GCF_000024885.1	NC_013512.1	WP_012857199.1	-	1447415	1448236	NA	CDS	prmC	CC	PF17827;TIGR00536;COG2890	PrmC N-terminal domain	prmC	else
WP_012857188.1	III	GCF_000024885.1	NC_013512.1	WP_012857200.1	-	1448233	1449447	NA	CDS	NA	CC	PF01435;PF16491	Metalloprotease	PF01435;PF16491	else
WP_012857188.1	III	GCF_000024885.1	NC_013512.1	WP_041666341.1	+	1449643	1451253	NA	CDS	NA	NA	PF00015;PF12729	methyl-accepting chemotaxis protein	PF00015;PF12729	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668880.1	-	2893921	2894544	NA	CDS	clpP	VV	PF10902;TIGR00493	WYL_2, Sm-like SH3 beta-barrel fold	clpP	phage
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668881.1	-	2894879	2896183	NA	CDS	tig	CC;CV	PF05697;K03545;COG0544;TIGR00115;PF05697;PF05698;COG0544;K03545;TIGR00115;PF05697;PF05698;COG0544;TIGR00115;K03545;PF05697;PF05698;TIGR00115;COG0544;K03545;PF05697;PF05698;TIGR00115;K03545;COG0544;PF05698;TIGR00115;K03545;COG0544	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor);trigger factor	tig	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668882.1	-	2896532	2896846	NA	CDS	bolA	CC;CP	PF01722;COG0271;K05527;PF01722;K05527;COG0271	Stress-induced morphogen (activity unknown)	bolA	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668883.1	+	2897113	2897691	NA	CDS	NA	CC;CV	PF03923;K07286;COG3056;TIGR03066;PF03923;PF08139;K07286;COG3056;TIGR00752;PF03923;PF16408;K07286;COG3056;TIGR01004	Uncharacterized lipoprotein;Uncharacterized lipoprotein YajG	PF03923	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668884.1	+	2897736	2899223	NA	CDS	ampG	NA	PF07690	muropeptide MFS transporter AmpG	ampG	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668886.1	+	2899748	2900686	NA	CDS	cyoA	PC	PF06481	COX Aromatic Rich Motif	cyoA	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668887.1	+	2900691	2902682	NA	CDS	cyoB	NA	PF00115	cytochrome o ubiquinol oxidase subunit I	cyoB	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668888.1	+	2902672	2903286	NA	CDS	NA	NA	PF00510	cytochrome o ubiquinol oxidase subunit III	PF00510	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668889.1	+	2903286	2903615	NA	CDS	NA	CP;PC	PF03626;K02300;TIGR02847;COG3125;PF03626;K02829;TIGR02901;COG3125;PF03626;TIGR02847;COG3125;K02300	cytochrome aa3 quinol oxidase, subunit IV;cytochrome o ubiquinol oxidase subunit IV	PF03626	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668890.1	+	2903629	2904516	NA	CDS	cyoE	NA	PF01040	heme o synthase	cyoE	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668891.1	+	2904647	2906008	NA	CDS	NA	CP	PF00083;TIGR00892;K08194;COG2223	monocarboxylate transporter 1	PF07690;PF21987	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	EPYR_RS13230	+	2906189	2906544	NA	CDS	NA	NA	NA	transposase	transposase	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_014539286.1	+	2906647	2907687	NA	CDS	NA	NA	PF13551;PF13683	IS481 family transposase	PF13551;PF13683	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668893.1	-	2907738	2911550	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	EPYR_RS13245	-	2911876	2913085	NA	CDS	NA	NA	NA	IS256 family transposase	IS256 family transposase	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668896.1	-	2913491	2913982	NA	CDS	NA	CC	PF04461;COG1666;PF04461;COG1666;K09767	Uncharacterized conserved protein YajQ, UPF0234 family	PF04461	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668897.1	+	2914124	2915044	NA	CDS	panE	NA	PF02558;PF08546	2-dehydropantoate 2-reductase	panE	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_014539290.1	+	2914998	2915594	NA	CDS	yajL	NA	PF01965	protein deglycase YajL	yajL	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668899.1	-	2915657	2917105	NA	CDS	thiI	NA	PF02568;PF02926;PF22025	tRNA uracil 4-sulfurtransferase ThiI	thiI	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668900.1	+	2917357	2917599	NA	CDS	xseB	CV	PF02609;TIGR01280;COG1722	exodeoxyribonuclease VII, small subunit	xseB	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668901.1	+	2917599	2918498	NA	CDS	ispA	NA	PF00348	(2E%2C6E)-farnesyl diphosphate synthase	ispA	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668902.1	+	2918517	2920382	NA	CDS	dxs	NA	PF02779;PF02780;PF13292	1-deoxy-D-xylulose-5-phosphate synthase	dxs	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_014539291.1	-	2920429	2920926	NA	CDS	pgpA	CP	PF04608;COG1267;PF04608;COG1267;K01095;PF04608;COG1267;TIGR03161	Phosphatidylglycerophosphatase A	pgpA	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668904.1	-	2920913	2921890	NA	CDS	thiL	CP	PF02769;PF00586;K04655;COG0309;TIGR02124	Hydrogenase maturation factor	thiL	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_004156267.1	-	2921940	2922359	NA	CDS	nusB	CC;CV	PF01029;COG0781;K03625;TIGR01951;PF01029;COG0781;TIGR00563;PF01029;COG0781;TIGR01951;PF01029;K03625;TIGR01951;COG0781;PF01029;TIGR01951;COG0781;PF01029;TIGR01951;K03625;COG0781	transcription antitermination factor NusB;Transcription termination factor NusB	nusB	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_004156266.1	-	2922375	2922845	NA	CDS	ribE	NA	PF00885	6%2C7-dimethyl-8-ribityllumazine synthase	ribE	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668905.1	-	2922932	2924035	NA	CDS	ribD	CP	PF01872;COG1985;TIGR01508	Pyrimidine reductase, riboflavin biosynthesis	ribD	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_004156263.1	-	2924040	2924489	NA	CDS	nrdR	NA	PF03477;PF22811	transcriptional regulator NrdR	nrdR	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668906.1	+	2924660	2925103	NA	CDS	lysM	CP	PF04972	BON domain	lysM	else
WP_012668893.1	Ib	GCF_000026985.1	NC_017390.1	WP_012668907.1	+	2925255	2925704	NA	CDS	NA	NA	PF11622	DUF3251 domain-containing protein	PF11622	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_254655204.1	+	27814	27936	NA	CDS	NA	NA	PF01402	ribbon-helix-helix protein%2C CopG family	PF01402	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_037954893.1	+	28121	28351	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_009827117.1	-	28452	29351	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_156775875.1	-	29428	30228	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_009827119.1	-	30225	30698	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_156775878.1	-	30719	32029	NA	CDS	NA	CP	PF07787	TMEM43 family protein	PF07787	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_009827121.1	-	32442	33371	NA	CDS	NA	NA	PF00294	carbohydrate kinase family protein	PF00294	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_037954895.1	-	33379	34029	NA	CDS	NA	NA	NA	phosphoribulokinase	phosphoribulokinase	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_009827123.1	-	34039	34803	NA	CDS	NA	NA	PF00005	ATP-binding cassette domain-containing protein	PF00005	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_009827124.1	-	34803	35864	NA	CDS	NA	NA	PF02653	ABC transporter permease	PF02653	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_009827125.1	-	35966	36985	NA	CDS	NA	NA	PF13407	sugar ABC transporter substrate-binding protein	PF13407	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_009827126.1	+	37150	38337	NA	CDS	NA	NA	PF00480;PF13412	ROK family transcriptional regulator	PF00480;PF13412	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_009827127.1	+	38357	39046	NA	CDS	NA	VC	PF07385;K09988;COG3822;TIGR03037	D-lyxose ketol-isomerase	PF07385	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_009827128.1	-	39251	39472	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_009827129.1	-	39475	41106	NA	CDS	tnpC	NA	PF03050;PF13005;PF13007;PF13817	IS66 family transposase	tnpC	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_009827130.1	-	41167	41517	NA	CDS	tnpB	NA	PF05717	IS66 family insertion sequence element accessory protein TnpB	tnpB	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_009827131.1	-	41514	41921	NA	CDS	tnpA	NA	PF01527	IS66-like element accessory protein TnpA	tnpA	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_009827132.1	-	42250	45894	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_009827133.1	-	46129	46953	NA	CDS	NA	NA	PF00248	aldo/keto reductase	PF00248	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_009827134.1	-	46950	47921	NA	CDS	NA	NA	PF00296	TIGR03571 family LLM class oxidoreductase	PF00296	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_009827135.1	-	47985	49166	NA	CDS	NA	NA	PF07690	MFS transporter	PF07690	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_009827136.1	+	49251	50147	NA	CDS	NA	PC	PF00126;PF03466	LysR family transcriptional regulator	PF00126;PF03466	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_254655195.1	+	53572	53895	NA	CDS	NA	NA	PF21983	plasmid mobilization protein	PF21983	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_037954899.1	+	53889	55685	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_009827142.1	+	56317	56760	NA	CDS	NA	VP	NA	hypothetical protein	hypothetical protein	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	NAS141_RS19860	-	56874	57344	NA	CDS	NA	NA	NA	integrase core domain-containing protein	integrase core domain-containing protein	integrase
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	NAS141_RS20615	+	58056	58309	NA	CDS	NA	NA	NA	DDE-type integrase/transposase/recombinase	DDE-type integrase/transposase/recombinase	integrase
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_156775887.1	+	58972	59409	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_254655196.1	+	59361	60047	NA	CDS	NA	NA	PF09722	MbcA/ParS/Xre antitoxin family protein	PF09722	else
WP_009827132.1	V	GCF_000152645.1	NZ_CH959314.1	WP_037954905.1	+	60370	60570	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_009967400.1	+	2049858	2050121	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_003231379.1	-	2050498	2053098	NA	CDS	ppsA	CP	PF00391;PF01326	phosphoenolpyruvate synthase	ppsA	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_003231377.1	-	2053768	2054409	NA	CDS	xynA	NA	PF00457	endo-1%2C4-beta-xylanase XynA	xynA	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_003231362.1	-	2055037	2055276	NA	CDS	yozV	NA	PF05154	TM2 domain-containing protein	yozV	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_009967401.1	+	2055447	2055785	NA	CDS	yobD	NA	PF01381	helix-turn-helix domain-containing protein	yobD	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	BS168_RS10425	-	2055819	2056176	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	BS168_RS24860	+	2056223	2056354	NA	CDS	NA	NA	NA	SAR2788 family putative toxin	SAR2788 family putative toxin	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_003231354.1	+	2056384	2056749	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_004399318.1	+	2056971	2057630	NA	CDS	yobE	NA	PF02586	SOS response-associated peptidase	yobE	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	BS168_RS24820	+	2057700	2057792	NA	CDS	NA	NA	NA	ATP-dependent DNA ligase	ATP-dependent DNA ligase	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_003231350.1	-	2057885	2058808	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_003231348.1	-	2058861	2059034	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_009967407.1	+	2059179	2059403	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_003231345.1	-	2059407	2059862	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_010886526.1	+	2059987	2060247	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_003231343.1	+	2061025	2061165	NA	CDS	NA	NA	PF04531	phage holin	PF04531	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_003231340.1	+	2061320	2062435	NA	CDS	rapK	NA	PF13424;PF18801	response regulator aspartate phosphatase RapK	rapK	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_004399440.1	+	2062432	2062554	NA	CDS	phrK	NA	NA	phosphatase RapK inhibitor PhrK	phrK	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	BS168_RS24065	-	2062609	2063717	NA	CDS	NA	NA	NA	Y-family DNA polymerase	Y-family DNA polymerase	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_003231333.1	-	2063710	2064003	NA	CDS	yozL	NA	PF08863	YolD-like family protein	yozL	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_009967409.1	+	2064212	2064547	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_004399367.1	-	2064594	2068199	tmn	CDS	yobI	NA	PF20693	Tmn	Tmn	tmn
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_026009814.1	-	2068432	2068764	NA	CDS	NA	VV	NA	hypothetical protein	hypothetical protein	phage
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_109789044.1	+	2069053	2069145	NA	CDS	bsrE	NA	PF16935	type I toxin-antitoxin system toxin BsrE	bsrE	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_003231327.1	-	2069414	2070256	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_003231326.1	-	2070456	2070914	NA	CDS	yobK	PC	PF14567;K21488;COG4282	SMI1-KNR4 cell-wall	yobK	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_004399481.1	-	2070924	2072726	NA	CDS	yobL	NA	PF04740;PF14411	LXG family T7SS effector ribonuclease toxin YobL	yobL	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_004399321.1	-	2072828	2073385	NA	CDS	yobM	NA	PF09346	SMI1/KNR4 family protein	yobM	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_004399325.1	+	2073513	2074949	NA	CDS	aoxN	NA	PF01593	flavin monoamine oxidase family protein	aoxN	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_004399426.1	+	2075376	2077796	NA	CDS	yobO	NA	PF11962	peptidase G2 autoproteolytic cleavage domain-containing protein	yobO	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_004399582.1	-	2078384	2078716	NA	CDS	csaA	NA	PF01588	chaperone CsaA	csaA	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_010886529.1	-	2078781	2079506	NA	CDS	yobQ	NA	PF07883;PF12833	AraC family transcriptional regulator	yobQ	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_003231298.1	-	2079521	2080264	NA	CDS	yobR	CP	PF12568;K22476;TIGR02382;COG3818;PF12568;K22476;TIGR03827;COG0456;PF13420;K22476;TIGR02382;COG3818;PF13420;K22476;TIGR03448;COG3818	mycothiol synthase;putative beta-lysine N-acetyltransferase;TDP-D-fucosamine acetyltransferase	yobR	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_004399277.1	-	2080342	2080917	NA	CDS	yobS	CP	PF13022;TIGR03613;COG3226;K18476	pyrimidine utilization regulatory protein R	yobS	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_003231294.1	-	2080923	2081624	NA	CDS	yobT	NA	PF00753	MBL fold metallo-hydrolase	yobT	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_003231292.1	-	2081701	2082183	NA	CDS	yobU	CP	PF14526;COG3449;PF14526;COG3449;K07470	Integron-associated effector binding protein	yobU	else
WP_019712207.1	IV	GCF_000155325.1	NZ_CM000487.1	WP_003231290.1	-	2082237	2083178	NA	CDS	yobV	NA	PF08279;PF13280	helix-turn-helix transcriptional regulator	yobV	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602269.1	-	105777	107543	NA	CDS	argS	NA	PF00750;PF03485;PF05746	arginine--tRNA ligase	argS	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602271.1	-	107695	110892	NA	CDS	carB	NA	PF02142;PF02786;PF02787	carbamoyl-phosphate synthase large subunit	carB	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602273.1	-	110895	111971	NA	CDS	NA	NA	PF00117;PF00988	carbamoyl phosphate synthase small subunit	PF00117;PF00988	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602275.1	+	112221	113429	NA	CDS	NA	NA	PF01471;PF08486	peptidoglycan-binding protein	PF01471;PF08486	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602277.1	-	113444	113734	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602279.1	+	113926	114642	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602282.1	-	114737	116071	PDC-S01	CDS	NA	NA	PF13173;PF13635	PDC-S01	PDC-S01	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602284.1	-	116264	116527	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602285.1	-	116562	116696	NA	CDS	NA	NA	NA	HAMP domain-containing histidine kinase	HAMP domain-containing histidine kinase	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602287.1	-	116764	117837	NA	CDS	ftsZ	NA	PF00091;PF12327	cell division protein FtsZ	ftsZ	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602288.1	+	117968	118357	NA	CDS	NA	NA	PF13443	helix-turn-helix domain-containing protein	PF13443	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602290.1	+	118373	118798	NA	CDS	NA	NA	PF06114	ImmA/IrrE family metallo-endopeptidase	PF06114	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602293.1	-	119133	119789	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_040331879.1	-	119859	120182	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602297.1	-	120193	123921	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	NA	-	123952	125159	DMS_other	NA	NA	NA	NA	REase_I	REase_I	DMS_other
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_242648052.1	-	124008	124802	NA	CDS	NA	NA	PF04313;PF18766	type I restriction endonuclease	PF04313;PF18766	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_052529829.1	-	124932	125159	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602302.1	-	125205	125396	NA	CDS	NA	NA	PF06250	PDDEXK nuclease domain-containing protein	PF06250	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602305.1	-	125514	126044	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_040331880.1	-	126047	127780	DMS_other	CDS	NA	NA	PF01420;PF02384	MTase_II	MTase_II	DMS_other
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_169303461.1	-	128063	129439	PDC-S20	CDS	NA	NA	PF07693	PDC-S20	PDC-S20	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602311.1	-	129449	130363	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	BUTYVIB_RS13485	-	132304	132545	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602316.1	+	132646	133455	NA	CDS	NA	NA	PF00589	tyrosine-type recombinase/integrase	PF00589	integrase
WP_005602297.1	IV	GCF_000156015.1	NZ_GG663522.1	WP_005602318.1	-	133492	134312	NA	CDS	NA	NA	PF01420	restriction endonuclease subunit S	PF01420	else
